,Source.Name,,created_at,,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
1968,FinancialTimesv3_0930.csv,,24/09/2020 09:30,,797,,34,1,1,25,,RT @Jderbyshire: Brussels ready to clamp down on sweetheart corporate tax deals - story from ⁦@MehreenKhn ⁩and ⁦@Sam1Fleming https://t.co/9…,,RT Jderbyshire Brussels ready to clamp down on sweetheart corporate tax deals  story from MehreenKhn and Sam1Fleming httpstco9
1965,FinancialTimesv3_0930.csv,,24/09/2020 10:30,,798,,47,5,2,26,,"RT @ftdata: While Spain, France and UK suffer Covid-19 surge, Italy has adapted since brutal first phase https://t.co/HxGC1AWdDx https://t.…",,RT ftdata While Spain France and UK suffer Covid19 surge Italy has adapted since brutal first phase httpstcoHxGC1AWdDx httpst
1963,FinancialTimesv3_0930.csv,,24/09/2020 11:31,,799,,35,3,8,26,,"RT @sdbernard: New York and Madrid had very similar stories early in the pandemic, but what has changed?

Read this great piece by @danield…",,RT sdbernard New York and Madrid had very similar stories early in the pandemic but what has changed?Read this great piece by danield
1961,FinancialTimesv3_0930.csv,,24/09/2020 12:30,,800,,51,1,5,26,,"East Money, a little-known Chinese internet trading group, has seen its shares climb 84% this year, giving it a market capitalisation larger than that of Credit Suisse https://t.co/rCCZea252n",,East Money a littleknown Chinese internet trading group has seen its shares climb 84 this year giving it a market capitalisation larger than that of Credit Suisse httpstcorCCZea252n
1960,FinancialTimesv3_0930.csv,,24/09/2020 12:46,,801,,72,5,2,27,,The Cause: the photographer teaching refugee children to put joy in the picture https://t.co/u9chLBmBMS,,The Cause the photographer teaching refugee children to put joy in the picture httpstcou9chLBmBMS
1957,FinancialTimesv3_0930.csv,,24/09/2020 14:00,,802,,45,8,4,27,,"While Spain, France and the UK are experiencing a second surge in Covid-19 infections, Italy has kept the disease under control. Here's why: https://t.co/XIC2D5q7fV",,While Spain France and the UK are experiencing a second surge in Covid19 infections Italy has kept the disease under control Heres why httpstcoXIC2D5q7fV
1946,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,803,,43,1,0,27,,Apple launches first online store in India https://t.co/3L3dDJ1Kh3,,Apple launches first online store in India httpstco3L3dDJ1Kh3
1937,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,804,,39,5,5,27,,Donald Trump refuses to commit to peaceful transfer of power https://t.co/dR1h8srCdP,,Donald Trump refuses to commit to peaceful transfer of power httpstcodR1h8srCdP
1934,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,805,,25,2,7,27,,Donald Trump refuses to commit to peaceful transfer of power https://t.co/Yw5fiXqLHF,,Donald Trump refuses to commit to peaceful transfer of power httpstcoYw5fiXqLHF
1948,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,806,,38,4,1,27,,‘Crusher Collins’ struggles to contain Jacinda-mania in New Zealand election https://t.co/MYXwlNhdl8,,Crusher Collins struggles to contain Jacindamania in New Zealand election httpstcoMYXwlNhdl8
1922,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,807,,0,0,0,27,,Donald Trump refuses to commit to peaceful transfer of power https://t.co/HDUiPFmPq6,,Donald Trump refuses to commit to peaceful transfer of power httpstcoHDUiPFmPq6
1955,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,808,,42,0,3,28,,Managers of Canary Wharf avoid quarantine to return to office https://t.co/4pmNPTsh1P,,Managers of Canary Wharf avoid quarantine to return to office httpstco4pmNPTsh1P
1923,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,809,,69,2,16,28,,Supreme Court battle complicates Biden’s White House bid https://t.co/18LMnHFrrs,,Supreme Court battle complicates Bidens White House bid httpstco18LMnHFrrs
1921,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,810,,53,1,35,28,,Supreme Court battle complicates Biden’s White House bid https://t.co/9PO3RTFZYV,,Supreme Court battle complicates Bidens White House bid httpstco9PO3RTFZYV
1931,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,811,,31,5,9,28,,Supreme Court battle complicates Biden’s White House bid https://t.co/f7FtHFwYKM,,Supreme Court battle complicates Bidens White House bid httpstcof7FtHFwYKM
1929,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,812,,86,13,11,28,,Supreme Court battle complicates Biden’s White House bid https://t.co/tiyXRYTjQB,,Supreme Court battle complicates Bidens White House bid httpstcotiyXRYTjQB
1933,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,813,,83,6,8,28,,Supreme Court battle complicates Biden’s White House bid https://t.co/7AYZlOtR7H,,Supreme Court battle complicates Bidens White House bid httpstco7AYZlOtR7H
1950,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,814,,62,9,2,28,,Wirecard’s deceit went beyond its fraudulent Asian operations https://t.co/SWy8bBzamT,,Wirecards deceit went beyond its fraudulent Asian operations httpstcoSWy8bBzamT
1935,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,815,,72,4,19,28,,Italy’s harsh lessons help keep second wave at bay https://t.co/lviwIYB0ZB,,Italys harsh lessons help keep second wave at bay httpstcolviwIYB0ZB
1938,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,816,,40,3,4,29,,Wirecard’s deceit went beyond its fraudulent Asian operations https://t.co/xThc4JvJXi,,Wirecards deceit went beyond its fraudulent Asian operations httpstcoxThc4JvJXi
1942,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,817,,51,5,3,29,,Apple launches first online store in India https://t.co/zC8SryU0NG,,Apple launches first online store in India httpstcozC8SryU0NG
1956,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,818,,58,5,11,29,,Donald Trump refuses to commit to peaceful transfer of power https://t.co/DazyH5Glgz,,Donald Trump refuses to commit to peaceful transfer of power httpstcoDazyH5Glgz
1928,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,819,,0,0,0,29,,Donald Trump refuses to commit to peaceful transfer of power https://t.co/8evXaenYxH,,Donald Trump refuses to commit to peaceful transfer of power httpstco8evXaenYxH
1945,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,820,,76,5,5,29,,China’s carbon pledge revives hopes of a climate game change https://t.co/yQMEOs9J2Q,,Chinas carbon pledge revives hopes of a climate game change httpstcoyQMEOs9J2Q
1940,FinancialTimesv3_0930.csv,,24/09/2020 14:21,,821,,0,0,0,29,,How close is a coronavirus vaccine? | Free to read https://t.co/KT4HjljSNy,,How close is a coronavirus vaccine?  Free to read httpstcoKT4HjljSNy
1920,FinancialTimesv3_0930.csv,,24/09/2020 14:30,,822,,100,4,4,29,,"Joshua Wong, one of Hong Kong’s most high-profile pro-democracy campaigners, has been arrested https://t.co/Z6eujtPgPV",,Joshua Wong one of Hong Kongs most highprofile prodemocracy campaigners has been arrested httpstcoZ6eujtPgPV
1918,FinancialTimesv3_0930.csv,,24/09/2020 14:33,,823,,57,10,8,30,,"Italians are more respectful of the measures of social distancing and against the transmission of the virus,' said Andrea Crisanti, a professor of microbiology at the University of Padua https://t.co/XIC2D5q7fV https://t.co/x8ZcQwF5K6",,Italians are more respectful of the measures of social distancing and against the transmission of the virus said Andrea Crisanti a professor of microbiology at the University of Padua httpstcoXIC2D5q7fV httpstcox8ZcQwF5K6
1916,FinancialTimesv3_0930.csv,,24/09/2020 14:34,,824,,44,2,1,30,,Italy's public health response has focused on mass testing and an effective track and trace system https://t.co/fzR7XcrUKn https://t.co/8wXTbZn78V,,Italys public health response has focused on mass testing and an effective track and trace system httpstcofzR7XcrUKn httpstco8wXTbZn78V
1915,FinancialTimesv3_0930.csv,,24/09/2020 14:35,,825,,291,8,24,30,,Italians are confident they can keep coronavirus under control ahead of the winter https://t.co/fzR7XcrUKn https://t.co/ZiHFXdomCr,,Italians are confident they can keep coronavirus under control ahead of the winter httpstcofzR7XcrUKn httpstcoZiHFXdomCr
1914,FinancialTimesv3_0930.csv,,24/09/2020 14:50,,826,,63,1,7,30,,"Italy has placed harsh restrictions on businesses, sanctioning companies responsible for Covid-19 infections on their premises https://t.co/fzR7XcrUKn https://t.co/Z543B5BRKc",,Italy has placed harsh restrictions on businesses sanctioning companies responsible for Covid19 infections on their premises httpstcofzR7XcrUKn httpstcoZ543B5BRKc
1913,FinancialTimesv3_0930.csv,,24/09/2020 15:00,,827,,62,4,6,30,,"It should be a family decision and the considerations should be physical and emotional as well as financial,' writes financial planner Charles Calkin https://t.co/tp7ksn8y37",,It should be a family decision and the considerations should be physical and emotional as well as financial writes financial planner Charles Calkin httpstcotp7ksn8y37
1912,FinancialTimesv3_0930.csv,,24/09/2020 15:27,,828,,69,8,12,30,,RT @FTLifeArts: ⚡Live event alert ⚡Join the FT's chief economics commentator @MartinWolf_ and Atlantic staff writer @AnneApplebaum as they…,,RT FTLifeArts Live event alert Join the FTs chief economics commentator MartinWolf and Atlantic staff writer AnneApplebaum as they
1910,FinancialTimesv3_0930.csv,,24/09/2020 16:00,,829,,32,3,8,31,,"The Covid-19 threat to food supply may have waned, but Brexit is looming, says food writer Wendell Steavanson https://t.co/pZnTcgawQt",,The Covid19 threat to food supply may have waned but Brexit is looming says food writer Wendell Steavanson httpstcopZnTcgawQt
1909,FinancialTimesv3_0930.csv,,24/09/2020 16:15,,830,,66,5,6,31,,"RT @EdwardGLuce: ""In advance of next week’s debate Trump has all but diagnosed Biden with dementia. He “doesn’t know he’s alive” and “can’t…",,RT EdwardGLuce In advance of next weeks debate Trump has all but diagnosed Biden with dementia He doesnt know hes alive and cant
1908,FinancialTimesv3_0930.csv,,24/09/2020 16:28,,831,,73,16,54,31,,⚡️ “Here’s why Italy is dealing better with Covid-19 than its neighbours” by @FinancialTimes https://t.co/TOMe53f30q,, Heres why Italy is dealing better with Covid19 than its neighbours by FinancialTimes httpstcoTOMe53f30q
1907,FinancialTimesv3_0930.csv,,24/09/2020 16:31,,832,,50,2,3,31,,"California, Texas and Florida account for the highest number of Covid-19 deaths, whereas deaths in New York dropped https://t.co/d9hLaEcleV https://t.co/uoT1eMFrng",,California Texas and Florida account for the highest number of Covid19 deaths whereas deaths in New York dropped httpstcod9hLaEcleV httpstcouoT1eMFrng
1904,FinancialTimesv3_0930.csv,,24/09/2020 17:30,,833,,75,10,1,32,,"Opinion: They say the secret to happiness is low expectations. In which case, Donald Trump has been doing his Democratic rival a big favour. In advance of next week’s debate, the US president has all but diagnosed Joe Biden with dementia https://t.co/qpcSiuN7qH",,Opinion They say the secret to happiness is low expectations In which case Donald Trump has been doing his Democratic rival a big favour In advance of next weeks debate the US president has all but diagnosed Joe Biden with dementia httpstcoqpcSiuN7qH
1902,FinancialTimesv3_0930.csv,,24/09/2020 18:15,,834,,82,4,6,32,,"RT @TonyTassell: Michael Calvey, the US citizen and founder of Russia’s largest foreign-funded investor, has been battling cancer after his…",,RT TonyTassell Michael Calvey the US citizen and founder of Russias largest foreignfunded investor has been battling cancer after his
1901,FinancialTimesv3_0930.csv,,24/09/2020 18:30,,835,,93,2,16,32,,Covid-19 will push 71 million people into extreme poverty https://t.co/rLZ4MJk8aJ,,Covid19 will push 71 million people into extreme poverty httpstcorLZ4MJk8aJ
1900,FinancialTimesv3_0930.csv,,24/09/2020 19:00,,836,,89,4,3,32,,Opinion: That the world's autocrats are all almost united in backing the re-election of the supposed leader of the free world says something deeply depressing about the damage Donald Trump has inflicted on liberal democracy https://t.co/zgsjsIzH3M,,Opinion That the worlds autocrats are all almost united in backing the reelection of the supposed leader of the free world says something deeply depressing about the damage Donald Trump has inflicted on liberal democracy httpstcozgsjsIzH3M
1897,FinancialTimesv3_0930.csv,,24/09/2020 20:30,,837,,62,8,15,32,,"The new Covid-19 restrictions in England:
👉 Pubs and restaurants will shut at 10pm
👉 People failing to wear a mask will pay £200 fines
👉People are encouraged to work from home
👉Weddings and receptions are limited to 15 people
Read more: https://t.co/yCAIAYhwtK",,The new Covid19 restrictions in England Pubs and restaurants will shut at 10pm People failing to wear a mask will pay 200 finesPeople are encouraged to work from homeWeddings and receptions are limited to 15 peopleRead more httpstcoyCAIAYhwtK
1895,FinancialTimesv3_0930.csv,,24/09/2020 21:15,,838,,55,8,2,32,,"RT @robertshrimsley: Not sure Puff Daddy is the name I'd have chosen, but my mid-life crisis is taking up the clarinet https://t.co/2ybncE6…",,RT robertshrimsley Not sure Puff Daddy is the name Id have chosen but my midlife crisis is taking up the clarinet httpstco2ybncE6
1894,FinancialTimesv3_0930.csv,,24/09/2020 21:30,,839,,73,1,2,33,,"New York's governor Andrew Cuomo says he 'does not trust the federal government', adding that the state will conduct a separate review of the coronavirus vaccine before authorising it https://t.co/CugOMvYAbT",,New Yorks governor Andrew Cuomo says he does not trust the federal government adding that the state will conduct a separate review of the coronavirus vaccine before authorising it httpstcoCugOMvYAbT
1891,FinancialTimesv3_0930.csv,,24/09/2020 22:00,,840,,77,6,7,33,,"World leaders have welcomed China’s new climate target to become carbon neutral by 2060, and said the year ahead would 'determine the fate' of the Paris climate agreement https://t.co/kvY8NMsQcz",,World leaders have welcomed Chinas new climate target to become carbon neutral by 2060 and said the year ahead would determine the fate of the Paris climate agreement httpstcokvY8NMsQcz
1888,FinancialTimesv3_0930.csv,,24/09/2020 23:15,,841,,101,8,22,33,,RT @rkapkap: does anyone (honestly) believe in a V shaped recovery anymore? - The next financial crisis may be coming soon https://t.co/R1f…,,RT rkapkap does anyone honestly believe in a V shaped recovery anymore?  The next financial crisis may be coming soon httpstcoR1f
1885,FinancialTimesv3_0930.csv,,24/09/2020 23:55,,842,,53,3,4,33,,Coronavirus latest: Novavax launches first phase 3 Covid vaccine trial https://t.co/Y8SBZ7okUh,,Coronavirus latest Novavax launches first phase 3 Covid vaccine trial httpstcoY8SBZ7okUh
1883,FinancialTimesv3_0930.csv,,25/09/2020 00:15,,843,,83,7,7,33,,Democrats prepare $2.4tn stimulus plan in push to kickstart talks https://t.co/7IBW3nEHIW,,Democrats prepare 24tn stimulus plan in push to kickstart talks httpstco7IBW3nEHIW
1884,FinancialTimesv3_0930.csv,,25/09/2020 00:15,,844,,75,4,5,33,,RT @bydavidcrow: Farewell (?) to the last of the moderate Republicans. Great piece by @courtney_ft on how Susan Collins has become a relic…,,RT bydavidcrow Farewell ? to the last of the moderate Republicans Great piece by courtneyft on how Susan Collins has become a relic
1881,FinancialTimesv3_0930.csv,,25/09/2020 02:00,,845,,83,13,10,33,,RT @Dimi: Trump takes fire from Republicans and Democrats after he refuses to commit to peaceful transition after the election. https://t.c…,,RT Dimi Trump takes fire from Republicans and Democrats after he refuses to commit to peaceful transition after the election httpstc
1879,FinancialTimesv3_0930.csv,,25/09/2020 03:00,,846,,38,7,1,34,,RT @muradahmed: Weird sports story of the day. Deadpool's Ryan Reynolds and It's It's Always Sunny in Philadelphia's Rob McElhenney are in…,,RT muradahmed Weird sports story of the day Deadpools Ryan Reynolds and Its Its Always Sunny in Philadelphias Rob McElhenney are in
1878,FinancialTimesv3_0930.csv,,25/09/2020 03:34,,847,,70,5,11,34,,India’s top coronavirus adviser defends pandemic response https://t.co/4EwaOpZaZj,,Indias top coronavirus adviser defends pandemic response httpstco4EwaOpZaZj
1877,FinancialTimesv3_0930.csv,,25/09/2020 04:00,,848,,102,35,11,34,,Raf Simons makes his mark at Prada. But at what cost? https://t.co/zFUOdy4llz,,Raf Simons makes his mark at Prada But at what cost? httpstcozFUOdy4llz
1876,FinancialTimesv3_0930.csv,,25/09/2020 04:35,,849,,53,13,8,35,,"Daily coronavirus thread: Ireland tightened social restrictions for the second time in a week, Novavax launched its first phase 3 vaccine trial in the UK and international cricket is set to return to New Zealand. Follow our live coverage here: https://t.co/flMRLiY7X7",,Daily coronavirus thread Ireland tightened social restrictions for the second time in a week Novavax launched its first phase 3 vaccine trial in the UK and international cricket is set to return to New Zealand Follow our live coverage here httpstcoflMRLiY7X7
1875,FinancialTimesv3_0930.csv,,25/09/2020 05:02,,850,,55,2,8,35,,"RT @TomHale_: Evergrande bonds halted from trading in Shanghai this morning on ""abnormal fluctuations""

Chaotic day for the world's most in…",,RT TomHale Evergrande bonds halted from trading in Shanghai this morning on abnormal fluctuationsChaotic day for the worlds most in
1873,FinancialTimesv3_0930.csv,,25/09/2020 05:20,,851,,78,8,10,35,,"The US president promised a new healthcare plan that could cover pre-existing conditions, but did not offer details of how it would do so https://t.co/IfWeciG6dw",,The US president promised a new healthcare plan that could cover preexisting conditions but did not offer details of how it would do so httpstcoIfWeciG6dw
1872,FinancialTimesv3_0930.csv,,25/09/2020 05:40,,852,,40,8,1,35,,"US House Democrats are assembling a new, $2.4tn economic stimulus package, including aid to airlines, restaurants and small businesses https://t.co/aJRhsLUYrA",,US House Democrats are assembling a new 24tn economic stimulus package including aid to airlines restaurants and small businesses httpstcoaJRhsLUYrA
1871,FinancialTimesv3_0930.csv,,25/09/2020 06:00,,853,,65,7,6,35,,Gillian Tett: What probability would you give a new financial crisis? A new survey of business leaders put a number on it: 20% https://t.co/tka3AmfjJc,,Gillian Tett What probability would you give a new financial crisis? A new survey of business leaders put a number on it 20 httpstcotka3AmfjJc
1869,FinancialTimesv3_0930.csv,,25/09/2020 06:40,,854,,74,11,7,36,,"Opinion: Africa accounts for 2% of global trade, yet by early November it could lead the World Trade Organization, @DavidPilling writes https://t.co/iSCr9p99Gm",,Opinion Africa accounts for 2 of global trade yet by early November it could lead the World Trade Organization DavidPilling writes httpstcoiSCr9p99Gm
1867,FinancialTimesv3_0930.csv,,25/09/2020 07:00,,855,,87,1,8,36,,France’s Europe minister has dismissed dire trade warnings and cautioned Britain that the EU would not yield to ‘intimidation’ to reach a Brexit deal https://t.co/ZaGhbCO9iP https://t.co/v0bXueYSZR,,Frances Europe minister has dismissed dire trade warnings and cautioned Britain that the EU would not yield to intimidation to reach a Brexit deal httpstcoZaGhbCO9iP httpstcov0bXueYSZR
1866,FinancialTimesv3_0930.csv,,25/09/2020 07:20,,856,,0,0,0,36,,"A five-day operation in Macquarie Harbour has freed at least 94 pilot whales, and continued on Friday with hopes of saving a further 12 https://t.co/MWSucBgmVQ",,A fiveday operation in Macquarie Harbour has freed at least 94 pilot whales and continued on Friday with hopes of saving a further 12 httpstcoMWSucBgmVQ
1865,FinancialTimesv3_0930.csv,,25/09/2020 07:23,,857,,93,6,9,36,,Supreme Court vacancy reignites debate over abortion in US https://t.co/L4NuyS8Ir7,,Supreme Court vacancy reignites debate over abortion in US httpstcoL4NuyS8Ir7
1862,FinancialTimesv3_0930.csv,,25/09/2020 08:40,,858,,70,4,2,37,,The FT View: Rishi Sunak’s new support package aims to protect jobs ‘through the difficult winter months’. It is an essential step. It may yet prove insufficient https://t.co/yp2NaJ2BcU,,The FT View Rishi Sunaks new support package aims to protect jobs through the difficult winter months It is an essential step It may yet prove insufficient httpstcoyp2NaJ2BcU
1861,FinancialTimesv3_0930.csv,,25/09/2020 09:00,,859,,40,9,3,37,,"Could social isolation not only be damaging to mental and physical health, but also be making the world a more intolerant place? https://t.co/t5F0FhLENd",,Could social isolation not only be damaging to mental and physical health but also be making the world a more intolerant place? httpstcot5F0FhLENd
1856,FinancialTimesv3_0930.csv,,25/09/2020 11:30,,860,,68,5,10,37,,Moscow has reimposed a number of quarantine measures and warned of the 'dire consequences' of coronavirus infections spreading alongside seasonal common colds https://t.co/2UO4ludHTU https://t.co/Mb6CV6AWya,,Moscow has reimposed a number of quarantine measures and warned of the dire consequences of coronavirus infections spreading alongside seasonal common colds httpstco2UO4ludHTU httpstcoMb6CV6AWya
1854,FinancialTimesv3_0930.csv,,25/09/2020 12:30,,861,,104,9,12,37,,"With under six weeks to go until the US presidential election, understanding the relationship between loneliness and the ballot box has never been more urgent https://t.co/EeMOiZ2VKC https://t.co/txv2aFZBKk",,With under six weeks to go until the US presidential election understanding the relationship between loneliness and the ballot box has never been more urgent httpstcoEeMOiZ2VKC httpstcotxv2aFZBKk
1852,FinancialTimesv3_0930.csv,,25/09/2020 13:30,,862,,69,8,38,37,,"People think the photos will be sad, but they’re joyful.' This refugee children’s photography workshop on the Syrian/Turkey border is changing lives through art https://t.co/k1VrhIu3Y8",,People think the photos will be sad but theyre joyful This refugee childrens photography workshop on the SyrianTurkey border is changing lives through art httpstcok1VrhIu3Y8
1851,FinancialTimesv3_0930.csv,,25/09/2020 14:00,,863,,0,0,0,37,,"A 46,000-year-old sacred Aboriginal site was blown up by mining group Rio Tinto, who claimed it did not realise its archaeological significance https://t.co/CtYoDbdPEF",,A 46000yearold sacred Aboriginal site was blown up by mining group Rio Tinto who claimed it did not realise its archaeological significance httpstcoCtYoDbdPEF
1850,FinancialTimesv3_0930.csv,,25/09/2020 14:15,,864,,121,4,53,37,,"RT @FTMidEastAfrica: Lunch with the @FT: Fatou Bensouda incurs the wrath of the US over war crime probe 
https://t.co/gXmrmwYd89",,RT FTMidEastAfrica Lunch with the FT Fatou Bensouda incurs the wrath of the US over war crime probe httpstcogXmrmwYd89
1849,FinancialTimesv3_0930.csv,,25/09/2020 14:30,,865,,39,3,3,38,,Angry farmers have blocked highways and railway tracks across India in a second day of protests against controversial agricultural reforms https://t.co/GeY2DW7yLF https://t.co/VOB0INKpc9,,Angry farmers have blocked highways and railway tracks across India in a second day of protests against controversial agricultural reforms httpstcoGeY2DW7yLF httpstcoVOB0INKpc9
1847,FinancialTimesv3_0930.csv,,25/09/2020 15:30,,866,,45,3,10,38,,The lead lawyer of the investigation said she was satisfied that Boohoo did not deliberately allow poor conditions and low pay within its supply chain https://t.co/rrIzY7P9jW,,The lead lawyer of the investigation said she was satisfied that Boohoo did not deliberately allow poor conditions and low pay within its supply chain httpstcorrIzY7P9jW
1842,FinancialTimesv3_0930.csv,,25/09/2020 18:00,,867,,59,7,5,38,,"Donald Trump has been hoping a Covid-19 vaccine would be available before the US presidential election, but top scientists have raised doubts about that possibility https://t.co/xhi2JNCnNZ",,Donald Trump has been hoping a Covid19 vaccine would be available before the US presidential election but top scientists have raised doubts about that possibility httpstcoxhi2JNCnNZ
1840,FinancialTimesv3_0930.csv,,25/09/2020 18:30,,868,,75,4,6,38,,"In a surveillance society, the big question of this age might be: what exactly do the machines see? https://t.co/SZsMAEErNR https://t.co/JmNOZYoFqv",,In a surveillance society the big question of this age might be what exactly do the machines see? httpstcoSZsMAEErNR httpstcoJmNOZYoFqv
1839,FinancialTimesv3_0930.csv,,25/09/2020 19:00,,869,,59,7,12,38,,Madrid's regional authorities defied a national government call to put the whole capital city under new restrictions as Spain faces the worst resurgence of coronavirus in Europe https://t.co/XxkEIJmKdy,,Madrids regional authorities defied a national government call to put the whole capital city under new restrictions as Spain faces the worst resurgence of coronavirus in Europe httpstcoXxkEIJmKdy
1838,FinancialTimesv3_0930.csv,,25/09/2020 19:12,,870,,57,4,11,38,,RT @JavierespFT: Breaking: EU to clear $50bn merger between Fiat and PSA after companies offered concessions https://t.co/C6y8LYlISx,,RT JavierespFT Breaking EU to clear 50bn merger between Fiat and PSA after companies offered concessions httpstcoC6y8LYlISx
1834,FinancialTimesv3_0930.csv,,25/09/2020 20:45,,871,,52,1,4,38,,"Just published: front page of the Financial Times international edition, Saturday September 26 https://t.co/ksNUt7DiKI https://t.co/hQSZAJpKTa",,Just published front page of the Financial Times international edition Saturday September 26 httpstcoksNUt7DiKI httpstcohQSZAJpKTa
1833,FinancialTimesv3_0930.csv,,25/09/2020 20:50,,872,,84,5,12,39,,"Just published: front page of the Financial Times UK edition, Saturday September 26 https://t.co/zmobsFBn8X https://t.co/VixGjsa85k",,Just published front page of the Financial Times UK edition Saturday September 26 httpstcozmobsFBn8X httpstcoVixGjsa85k
1832,FinancialTimesv3_0930.csv,,25/09/2020 21:00,,873,,59,3,2,39,,"Week after International Criminal Court prosecutor Fatou Bensouda's Lunch with the FT, Mike Pompeo announced sanctions on anyone providing her 'material support'. If offering a meal counts, is this 'the first Lunch with the FT to contravene US sanctions?' https://t.co/fE3p4wt4JP",,Week after International Criminal Court prosecutor Fatou Bensoudas Lunch with the FT Mike Pompeo announced sanctions on anyone providing her material support If offering a meal counts is this the first Lunch with the FT to contravene US sanctions? httpstcofE3p4wt4JP
1827,FinancialTimesv3_0930.csv,,25/09/2020 23:30,,874,,56,16,10,39,,"Free to read: ""It is reassuring to find scholars joining practitioners ... ready to do their bit to aid rapid understanding of the uncertain Covid-19 world."" https://t.co/gwhtOd5Ckx",,Free to read It is reassuring to find scholars joining practitioners  ready to do their bit to aid rapid understanding of the uncertain Covid19 world httpstcogwhtOd5Ckx
1826,FinancialTimesv3_0930.csv,,25/09/2020 23:33,,875,,76,3,12,39,,Donald Trump set to nominate Amy Coney Barrett to US Supreme Court https://t.co/LvayRPCqBT,,Donald Trump set to nominate Amy Coney Barrett to US Supreme Court httpstcoLvayRPCqBT
1822,FinancialTimesv3_0930.csv,,26/09/2020 00:30,,876,,122,28,24,40,,Raf Simons debuts the 'fundamental examination of the meaning of Prada' https://t.co/vIFgM8INJH,,Raf Simons debuts the fundamental examination of the meaning of Prada httpstcovIFgM8INJH
1819,FinancialTimesv3_0930.csv,,26/09/2020 02:18,,877,,89,2,19,40,,"1m more British workers set to lose jobs this year, warn economists https://t.co/H3Z590I5hS",,1m more British workers set to lose jobs this year warn economists httpstcoH3Z590I5hS
1814,FinancialTimesv3_0930.csv,,26/09/2020 08:00,,878,,70,4,7,40,,Brexit lessons as Swiss vote on future Brussels relations https://t.co/5XvpL5nJ3D,,Brexit lessons as Swiss vote on future Brussels relations httpstco5XvpL5nJ3D
1812,FinancialTimesv3_0930.csv,,26/09/2020 11:07,,879,,73,2,1,41,,"The smartphone killed off the camera, streaming services killed the video store and cloud gaming now threatens the existence of the video game console. https://t.co/e6xLWIGFAj https://t.co/5KI98X0S4c",,The smartphone killed off the camera streaming services killed the video store and cloud gaming now threatens the existence of the video game console httpstcoe6xLWIGFAj httpstco5KI98X0S4c
1809,FinancialTimesv3_0930.csv,,26/09/2020 12:00,,880,,74,2,14,41,,"With under six weeks to go until the US presidential election, understanding the relationship between loneliness and the ballot box has never been more urgent https://t.co/CKk0z5lg0F https://t.co/4yPPKnEmJx",,With under six weeks to go until the US presidential election understanding the relationship between loneliness and the ballot box has never been more urgent httpstcoCKk0z5lg0F httpstco4yPPKnEmJx
1806,FinancialTimesv3_0930.csv,,26/09/2020 15:01,,881,,0,0,0,41,,"Yayoi Kusama – The polka dot queen is back, and her new collaboration with champagne house Veuve Clicquot puts a new twist on pop art https://t.co/ZgsP67Nntz",,Yayoi Kusama  The polka dot queen is back and her new collaboration with champagne house Veuve Clicquot puts a new twist on pop art httpstcoZgsP67Nntz
1803,FinancialTimesv3_0930.csv,,26/09/2020 17:41,,882,,109,4,16,41,,"The smartphone killed off the camera, streaming services killed the video store and cloud gaming now threatens the existence of the video game console. https://t.co/k4yCrImGjP https://t.co/mCzAIgW7NC",,The smartphone killed off the camera streaming services killed the video store and cloud gaming now threatens the existence of the video game console httpstcok4yCrImGjP httpstcomCzAIgW7NC
1802,FinancialTimesv3_0930.csv,,26/09/2020 18:03,,883,,66,9,18,42,,‘Every week is an ordeal’: Johnson under pressure over Brexit and lockdown https://t.co/HsxNsu11ju,,Every week is an ordeal Johnson under pressure over Brexit and lockdown httpstcoHsxNsu11ju
1800,FinancialTimesv3_0930.csv,,26/09/2020 21:12,,884,,73,4,4,42,,Nikola founder bought truck designs from third party https://t.co/upBrMtCT0W,,Nikola founder bought truck designs from third party httpstcoupBrMtCT0W
1799,FinancialTimesv3_0930.csv,,26/09/2020 21:21,,885,,92,2,4,42,,Deutsche Bank’s Manfred Knof named as new Commerzbank CEO https://t.co/rnoqRC4vMW,,Deutsche Banks Manfred Knof named as new Commerzbank CEO httpstcornoqRC4vMW
1796,FinancialTimesv3_0930.csv,,26/09/2020 23:01,,886,,84,6,8,42,,Raf Simons makes his mark at Prada. But at what cost? https://t.co/U4rFQ42hlp,,Raf Simons makes his mark at Prada But at what cost? httpstcoU4rFQ42hlp
